Predicted	Real
563.305784678	1174
663.512513752	356
533.140275641	762
462.085538301	530
910.200145104	906
1355.92288619	1029
784.125	730
805.0	2437
1675.35291553	1380
502.472643072	1371
878.431915204	1363
1128.1810145	1163
763.279070203	1036
964.656797749	3984
1261.28590265	1679
1630.92725411	1661
1704.625	239
