Predicted	Real
172.9259036	202
1037.488728	140
128.6	390
1405.105588	563
484.9593025	953
357.0729376	1174
413.6666667	356
466.8761646	762
875.9314289	530
447.5833333	906
728.4959231	1029
1208.953927	730
1312.209781	2437
1314.992302	1380
672.7017723	1371
733.2362569	1363
660.8775032	1163
614.4542905	1036
787.6408483	3984
488.4606062	1679
626.6448946	1661
885.9484672	239
