Predicted	Real
172.925903565	202
128.0	140
154.333333333	390
244.0	563
406.068360713	953
590.599265415	1174
1023.25212145	356
827.666666667	762
764.0	530
549.333333333	906
732.666666667	1029
905.657172474	730
921.883030053	2437
1085.67480794	1380
1358.3066809	1371
1255.85469093	1363
1367.16383138	1163
1240.35685399	1036
1269.20733372	3984
845.043338732	1679
1058.22126755	1661
2572.24386819	239
