self	others	News or awareness tweet	joke or irrelevant	other related
0	0	0	0.037022353	0
0	0	0	0	8.5005E-17
0.282700288	0	0	0.270178184	0
0	0	0	1	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	8.86684E-17
0.323615447	0	0	0	0.033942656
0.092481094	0	0	0	0
0.647236561	0	0.513442673	0	0.364151052
0.662111698	0	0.826460485	0	0.257276944
1	0	1	0	0.167751309
0	0	0	0	0
0.033879539	0	0	0	0.290438885
0.131365724	0	0	0.043577911	0
0	0	0	0	1
0	0	0	0	0.877184724
0	0	0	0	0.118994165
