Predicted	Real
143.754380838	390
410.033377031	563
389.800040595	953
408.104999264	1174
644.0	356
724.006123531	762
761.6	530
533.583068498	906
745.6	1029
727.004801302	730
856.536108308	2437
1177.29574115	1380
1019.07013465	1371
651.634416773	1363
567.516648345	1163
1542.8	1036
1133.3390207	3984
669.594985792	1679
1018.99708333	1661
3200.9150617	239
