Predicted	Real
147.119608746	390
182.8	563
489.976997376	953
291.63334073	1174
644.0	356
687.2	762
761.6	530
755.0	906
745.6	1029
762.290351416	730
825.226598594	2437
982.123084571	1380
935.510223784	1371
786.271233386	1363
1456.2	1163
1085.17540935	1036
1171.50361036	3984
971.479843641	1679
783.990697503	1661
1915.87160541	239
